0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
0.4977017641067505,0.6389570236206055,-0.1224200427532196,0.9999091625213623,0.41415783762931824,0.6364883184432983,0.1219993531703949,0.999931812286377,0.7028038501739502,0.7473990321159363,-0.2807551920413971,0.9689518809318542,0.170547753572464,0.6759669184684753,-0.08685469627380371,0.9687503576278687,0.8931970596313477,0.8352392911911011,-0.19855742156505585,0.9414176940917969,0.16311395168304443,0.838092565536499,0.05255499482154846,0.90558922290802,0.9152088165283203,0.8444744348526001,-0.19805040955543518,0.8363257050514221,0.18630096316337585,0.8711864948272705,0.062207311391830444,0.8705440163612366,1.0
0.5155647993087769,0.6932703852653503,-0.17588821053504944,0.9999659061431885,0.4803015887737274,0.6965381503105164,0.1757911890745163,0.9999545812606812,0.6282406449317932,0.8189812898635864,-0.24817752838134766,0.9970260262489319,0.34437310695648193,0.7418739795684814,0.05478459969162941,0.915473461151123,0.7515809535980225,0.9231692552566528,-0.13211137056350708,0.9940038323402405,0.32950359582901,0.9338515400886536,0.10770866274833679,0.9595580697059631,0.7698880434036255,0.942194938659668,-0.12690578401088715,0.9749427437782288,0.34682679176330566,0.9616726636886597,0.10699832439422607,0.9462435245513916,1.0
0.5044617056846619,0.5982760190963745,-0.17955279350280762,0.9999909400939941,0.5223073959350586,0.5921194553375244,0.1792881339788437,0.9999911785125732,0.34796464443206787,0.662000834941864,-0.15254589915275574,0.9966869950294495,0.6454498767852783,0.7277035713195801,0.18500660359859467,0.9947479367256165,0.3219146430492401,0.8915219902992249,-0.04131211340427399,0.9969313144683838,0.7979567050933838,0.8241477608680725,0.24264176189899445,0.9992660880088806,0.3349398374557495,0.9266669750213623,-0.037376485764980316,0.9965317845344543,0.8389776945114136,0.8291142582893372,0.24868881702423096,0.9994885921478271,1.0
0.508800745010376,0.60628741979599,-0.1356664001941681,0.9999251365661621,0.5776285529136658,0.6027759313583374,0.13495706021785736,0.9999047517776489,0.3428567051887512,0.6419855356216431,-0.10889146476984024,0.8354915976524353,0.7011754512786865,0.7504951357841492,0.21454820036888123,0.7080012559890747,0.34620118141174316,0.8746224641799927,0.05888744071125984,0.8633832931518555,0.8428669571876526,0.8935976028442383,0.2992357909679413,0.85776287317276,0.3622783124446869,0.9102334380149841,0.0733957514166832,0.9011783599853516,0.8628325462341309,0.9153462052345276,0.30927202105522156,0.9484984874725342,1.0
0.4738823473453522,0.6701706647872925,-0.16735370457172394,0.9998131394386292,0.44487443566322327,0.6593436598777771,0.16713334619998932,0.9997569918632507,0.599147617816925,0.7710829973220825,-0.01180271990597248,0.6906073689460754,0.32489246129989624,0.6333637833595276,0.2983626127243042,0.1985584795475006,0.7381997108459473,0.8003590703010559,0.17218616604804993,0.8334649205207825,0.3123532235622406,0.8211355209350586,0.3702731132507324,0.6419844627380371,0.7686468362808228,0.7994498610496521,0.18388906121253967,0.7097917795181274,0.33151495456695557,0.8566969037055969,0.3710181415081024,0.6739845275878906,1.0
0.5648996233940125,0.5212953090667725,-0.11257465183734894,0.9999696016311646,0.5062784552574158,0.5207042694091797,0.1125861406326294,0.9999939203262329,0.6496310234069824,0.6363658308982849,0.10084068775177002,0.9997155070304871,0.3872388005256653,0.586830735206604,-0.29464250802993774,0.999975323677063,0.7400034070014954,0.730080246925354,0.5496267676353455,0.9920830726623535,0.36226630210876465,0.7604857683181763,-0.2007291615009308,0.9999425411224365,0.7438219785690308,0.7403185367584229,0.5854038000106812,0.9470382332801819,0.37517598271369934,0.7871309518814087,-0.20017792284488678,0.9995641112327576,1.0
0.539473831653595,0.5894091129302979,-0.05135812982916832,0.9999382495880127,0.441354900598526,0.5911988019943237,0.051006339490413666,0.999936580657959,0.6740481853485107,0.7419899702072144,-0.09058175981044769,0.9777632355690002,0.25903961062431335,0.6647637486457825,-0.17831483483314514,0.9858540892601013,0.8106330633163452,0.8729907274246216,-0.007272110786288977,0.9612230658531189,0.22078579664230347,0.8662189841270447,-0.06917857378721237,0.9564965963363647,0.8226528167724609,0.893268346786499,-0.012709243223071098,0.7821820974349976,0.23463121056556702,0.900907039642334,-0.06656679511070251,0.9051699042320251,1.0
0.5435640215873718,0.6227549910545349,-0.17812781035900116,0.9999837875366211,0.49672791361808777,0.6276707649230957,0.1780252754688263,0.9999947547912598,0.6715138554573059,0.721859335899353,-0.20112253725528717,0.9993723034858704,0.3737981617450714,0.636620044708252,0.10212460905313492,0.9729856848716736,0.8218469619750977,0.7778661847114563,-0.03214174881577492,0.9971666932106018,0.3813306391239166,0.8231946229934692,0.22298094630241394,0.9888745546340942,0.8474334478378296,0.7767146825790405,-0.021927809342741966,0.9918363690376282,0.4019213020801544,0.8536200523376465,0.22831134498119354,0.991211473941803,1.0
0.5328431725502014,0.7784678936004639,-0.12009039521217346,0.99996018409729,0.479808509349823,0.766329288482666,0.11981552839279175,0.9999829530715942,0.7148297429084778,0.8448425531387329,-0.18715332448482513,0.93253493309021,0.3200467824935913,0.7616328001022339,0.09703223407268524,0.9098990559577942,0.8962230682373047,0.8671696782112122,-0.16867221891880035,0.9621031284332275,0.3531714081764221,0.8807920813560486,0.2359904646873474,0.8800399899482727,0.9232898950576782,0.8703398704528809,-0.1688115894794464,0.943014919757843,0.3719802796840668,0.9033535718917847,0.24996298551559448,0.8746655583381653,1.0
0.5884356498718262,0.6416438221931458,-0.18690478801727295,0.999921441078186,0.5662917494773865,0.6302679777145386,0.18644818663597107,0.9999266862869263,0.6607928276062012,0.8366178274154663,-0.3324902653694153,0.7573725581169128,0.4350718557834625,0.6472499370574951,0.39436233043670654,0.07314138114452362,0.8078585863113403,0.8295984268188477,-0.15945228934288025,0.6297135353088379,0.45355138182640076,0.8304449915885925,0.5306825637817383,0.3660896122455597,0.8305182456970215,0.8194420337677002,-0.14319691061973572,0.654705286026001,0.4678078889846802,0.8591009378433228,0.5404760837554932,0.5178140997886658,1.0
